City,Last Sold For ($),Last Sold Year,Latitude (degrees),Longitude (degrees),Lot Size (sqft),Price ($),Price Sqr Ft,State,Year Built,Zipcode,airconditioning,area (sqft),basement,bathrooms,bedrooms,furnishingstatus,guestroom,hotwaterheating,mainroad,parking,prefarea,price,stories
Van Nuys,,,34.17435,-118.46213,6752.0,850000.0,$384/sqft,CA,1947.0,91411.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
New York,2887822.0,2006.0,40.780308,-73.98692,,5200000.0,"$2,422/sqft",NY,2004.0,10069.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Sandy Springs,165000.0,2015.0,33.91827,-84.38598,2113.0,315000.0,$149/sqft,GA,1980.0,30328.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Van Nuys,850000.0,2016.0,34.176575,-118.439095,5418.0,1059000.0,$501/sqft,CA,1953.0,91401.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Indianapolis,,,39.903465,-86.03082,7841.0,230000.0,$106/sqft,IN,1988.0,46256.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Tucson,,,32.210846,-110.93269,8539.0,244900.0,$119/sqft,AZ,1955.0,85716.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Henderson,270000.0,2013.0,35.944817,-115.11376,8276.0,425000.0,$195/sqft,NV,2002.0,89052.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Seattle,,,47.610683,-122.3034,2370.0,749000.0,$367/sqft,WA,1977.0,98122.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Phoenix,390000.0,2015.0,33.68758,-111.98959,78.0,424900.0,$206/sqft,AZ,2006.0,85050.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Cleveland Heights,195000.0,2003.0,41.503414,-81.58086,0.26,189000.0,$88/sqft,OH,1938.0,44106.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Philadelphia,140000.0,2018.0,39.98031,-75.12771,798.0,525000.0,$239/sqft,PA,1875.0,19125.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Jacksonville,185000.0,2005.0,30.280228,-81.72799,0.27,190000.0,$88/sqft,FL,1942.0,32210.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Indianapolis,,,39.79275,-86.0911,4792.0,129000.0,$61/sqft,IN,1945.0,46218.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
San Antonio,,,29.35669,-98.62755,5009.0,215990.0,$106/sqft,TX,,78242.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Richfield,246000.0,2006.0,44.88947,-93.27902,0.29,299900.0,$143/sqft,MN,1942.0,55423.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Las Vegas,189500.0,2002.0,36.1011,-115.240715,6098.0,290000.0,$141/sqft,NV,1985.0,89103.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
North Chesterfield,160000.0,2013.0,37.427692,-77.48882,0.37,235950.0,$114/sqft,VA,1993.0,23234.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Gilbert,351000.0,2005.0,33.37535,-111.69815,7392.0,355000.0,$168/sqft,AZ,1995.0,85234.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Fort Worth,,,32.737476,-97.375404,6000.0,369000.0,$169/sqft,TX,1940.0,76107.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Mesa,180000.0,2001.0,33.378975,-111.67018,0.32,364000.0,$177/sqft,AZ,1995.0,85209.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Scottsdale,540000.0,2016.0,33.678387,-111.88851,4354.0,598000.0,$271/sqft,AZ,2002.0,85255.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Detroit,24000.0,2008.0,42.386147,-83.12732,4269.0,1000.0,$0/sqft,MI,1927.0,48238.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Baltimore,,,39.277603,-76.57478,,879000.0,$402/sqft,MD,1985.0,21224.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Las Vegas,220000.0,2015.0,36.3174,-115.29627,5663.0,350000.0,$169/sqft,NV,2005.0,89143.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Toledo,,,41.59761,-83.608475,0.27,195000.0,$89/sqft,OH,1928.0,43614.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Miami,160000.0,2005.0,25.86837,-80.24449,7700.0,169777.0,$78/sqft,FL,1958.0,33147.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Denver,494000.0,2019.0,39.731525,-104.91364,5650.0,650000.0,$314/sqft,CO,1952.0,80220.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Chicago,370000.0,2017.0,41.99235,-87.66947,3720.0,679000.0,$309/sqft,IL,1910.0,60660.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Phoenix,,,33.41321,-112.23635,2655.0,261900.0,$125/sqft,AZ,2019.0,85043.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Seattle,169950.0,1997.0,47.731926,-122.30238,7982.0,649000.0,$303/sqft,WA,1944.0,98125.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Atlanta,,,33.74873,-84.354675,4007.0,699000.0,$336/sqft,GA,2017.0,30316.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Missouri City,,,29.60317,-95.495255,8616.0,185000.0,$84/sqft,TX,1972.0,77489.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
San Diego,214500.0,1993.0,32.91054,-117.1629,5107.0,789000.0,$354/sqft,CA,1994.0,92126.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Dallas,,,32.82821,-96.765594,7191.0,659000.0,$312/sqft,TX,1940.0,75206.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Houston,,,29.969582,-95.44626,7745.0,200000.0,$90/sqft,TX,1997.0,77014.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Albuquerque,,,35.057705,-106.74942,4948.0,159900.0,$75/sqft,NM,2000.0,87121.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
San Antonio,,,29.378704,-98.36742,6229.0,217900.0,$105/sqft,TX,2015.0,78222.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Dallas,,,32.821007,-96.77707,8315.0,495000.0,$231/sqft,TX,1917.0,75206.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Baltimore,,,39.33393,-76.55442,7396.0,219900.0,$106/sqft,MD,1951.0,21206.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
New York,,,40.782475,-73.97825,,3725000.0,"$1,733/sqft",NY,1928.0,10075.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Shoreline,,,47.756042,-122.311676,1306.0,629950.0,$310/sqft,WA,2019.0,98155.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Dallas,,,32.791924,-96.89953,0.32,215000.0,$99/sqft,TX,1935.0,75212.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Indianapolis,,,39.842823,-86.15848,4901.0,272500.0,$126/sqft,IN,1928.0,46208.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Raleigh,345000.0,2019.0,35.83984,-78.70029,1.42,585000.0,$267/sqft,NC,1963.0,27612.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Lincoln,197000.0,2017.0,40.73647,-96.69298,5663.0,214900.0,$103/sqft,NE,2001.0,68512.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Las Vegas,151000.0,1997.0,36.01573,-115.13344,6098.0,374900.0,$168/sqft,NV,1997.0,89123.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Houston,,,29.815758,-95.52348,2012.0,385000.0,$187/sqft,TX,2019.0,77080.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Mesa,250000.0,2015.0,33.43656,-111.62866,10337.0,293190.0,,AZ,1997.0,85207.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Dallas,,,32.902092,-96.74661,7260.0,425000.0,$205/sqft,TX,1980.0,75243.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Chesapeake,,,36.757328,-76.20596,,269900.0,$121/sqft,VA,2005.0,23320.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Plano,,,33.045223,-96.748474,9147.0,310000.0,$149/sqft,TX,1977.0,75023.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Houston,,,29.585255,-95.145004,7392.0,249000.0,$112/sqft,TX,1989.0,77062.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Las Vegas,,,36.2754,-115.075,,315285.0,$153/sqft,NV,,89115.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Los Angeles,,,34.079494,-118.31719,4369.0,1200000.0,$562/sqft,CA,1923.0,90004.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Austin,,,30.334278,-97.72871,5227.0,714900.0,$328/sqft,TX,2019.0,78757.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
San Antonio,,,29.387033,-98.37627,,228945.0,$110/sqft,TX,,78222.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Minneapolis,184153.0,2010.0,44.900013,-93.27971,5120.0,249900.0,$113/sqft,MN,1925.0,55419.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Gilbert,,,33.316837,-111.705154,4385.0,321490.0,$149/sqft,AZ,2018.0,85295.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Reno,,,39.607983,-119.83712,,419950.0,$191/sqft,NV,2019.0,89506.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Philadelphia,,,39.952206,-75.23703,1200.0,193900.0,$91/sqft,PA,1925.0,19143.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Atlanta,,,33.65775,-84.53354,,251990.0,$116/sqft,GA,,30331.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Modesto,265000.0,2015.0,37.655758,-120.951706,7840.0,355000.0,$174/sqft,CA,1973.0,95355.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Colorado Springs,284640.0,2005.0,38.86511,-104.82589,7425.0,634900.0,$287/sqft,CO,1953.0,80907.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Las Vegas,,,36.12144,-115.09092,10454.0,369999.0,$178/sqft,NV,2019.0,89121.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Los Angeles,,,34.054935,-118.40998,18.08,1399000.0,$669/sqft,CA,1980.0,90067.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Atlanta,355000.0,2016.0,33.9463,-84.362724,2592.0,419900.0,$192/sqft,GA,1976.0,30328.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Fort Worth,,,32.754192,-97.35934,3484.0,440000.0,$213/sqft,TX,2015.0,76107.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Rocky River,,,41.48226,-81.87133,,1500000.0,$682/sqft,OH,,44116.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Gilbert,180000.0,2009.0,33.31486,-111.69324,4053.0,310500.0,$144/sqft,AZ,2004.0,85295.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Bainbridge Island,429780.0,2014.0,47.586426,-122.522156,8712.0,645000.0,$313/sqft,WA,2006.0,98110.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Pittsburgh,,,40.501976,-80.05148,7500.0,85000.0,$38/sqft,PA,1890.0,15202.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Canutillo,,,31.927967,-106.58442,10528.0,244990.0,$120/sqft,TX,2017.0,79835.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Chesapeake,179500.0,1999.0,36.699913,-76.24664,10498.0,319900.0,$143/sqft,VA,1983.0,23322.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Fort Worth,,,32.843357,-97.20859,9628.0,250000.0,$113/sqft,TX,1992.0,76180.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Gilbert,216297.0,2007.0,33.333557,-111.71242,2013.0,299999.0,$137/sqft,AZ,2007.0,85296.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Miami,317000.0,2015.0,25.668537,-80.45608,4011.0,360000.0,$163/sqft,FL,1999.0,33196.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Miami,,,25.760332,-80.18934,2130.0,1790000.0,$840/sqft,FL,2004.0,33131.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Baltimore,30000.0,2005.0,39.310654,-76.611145,1132.0,350000.0,$159/sqft,MD,1917.0,21202.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Richmond,,,37.44739,-77.25024,,336950.0,$165/sqft,VA,,23231.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Washington,,,38.94486,-77.03806,3054.0,865958.0,$405/sqft,DC,1923.0,20011.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Scottsdale,397500.0,2013.0,33.80592,-111.87424,7505.0,530000.0,$245/sqft,AZ,2001.0,85262.0,no,2135.0,no,2,3,0,no,no,no,0,no,3500000,2
Richmond,230000.0,2017.0,37.4383,-77.5797,0.93,369950.0,$124/sqft,VA,1971.0,23236.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Minneapolis,243000.0,2003.0,44.90383,-93.28921,9912.0,499900.0,$165/sqft,MN,1950.0,55419.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Pittsburgh,125000.0,2007.0,40.42928,-79.97693,1300.0,199000.0,$65/sqft,PA,1900.0,15203.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Milwaukee,277000.0,2008.0,43.03912,-88.00623,10454.0,369900.0,$125/sqft,WI,1954.0,53213.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
North Chesterfield,,,37.458992,-77.47071,,380950.0,$124/sqft,VA,2017.0,23236.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Washington,520000.0,2016.0,38.97481,-77.02589,4818.0,760000.0,$255/sqft,DC,1919.0,20012.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Portland,510000.0,2017.0,45.465218,-122.62525,5000.0,729900.0,$237/sqft,OR,1942.0,97202.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
San Francisco,910000.0,2011.0,37.76593,-122.42835,2500.0,2995000.0,"$1,007/sqft",CA,1908.0,94114.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Indianapolis,,,39.84517,-86.15344,5715.0,365000.0,$121/sqft,IN,1924.0,46205.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Phoenix,160000.0,1997.0,33.538006,-112.05481,0.26,529900.0,$176/sqft,AZ,1996.0,85014.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Memphis,130000.0,2017.0,35.133408,-89.89802,0.38,192000.0,$62/sqft,TN,1956.0,38117.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Lakewood,,,39.737957,-105.11324,0.46,600000.0,$204/sqft,CO,1954.0,80215.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Fort Worth,,,32.76259,-97.374626,0.31,779000.0,$255/sqft,TX,1960.0,76107.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Tucson,122500.0,1995.0,32.326584,-111.017784,0.8,440000.0,$147/sqft,AZ,1980.0,85741.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Winston Salem,,,36.115284,-80.27828,0.63,425000.0,$144/sqft,NC,1964.0,27104.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Indianapolis,,,39.923103,-86.1206,0.58,199900.0,$66/sqft,IN,1975.0,46240.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Chicago,,,41.698265,-87.54099,3125.0,59000.0,$19/sqft,IL,1890.0,60617.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Spokane,,,47.603985,-117.38893,0.28,324900.0,$106/sqft,WA,1957.0,99223.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Santa Ana,555000.0,2013.0,33.760334,-117.83254,0.39,899000.0,$295/sqft,CA,1947.0,92705.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Glendale,377000.0,2017.0,33.701344,-112.18397,9051.0,449000.0,$145/sqft,AZ,1995.0,85310.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
El Paso,,,31.734823,-106.30708,7954.0,325500.0,$105/sqft,TX,1984.0,79936.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Seattle,,,47.599705,-122.285774,,2850000.0,$936/sqft,WA,1986.0,98144.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Atlanta,93000.0,2018.0,33.763336,-84.448265,0.44,335000.0,$114/sqft,GA,2003.0,30314.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Baltimore,,,39.321014,-76.60974,1652.0,150000.0,$49/sqft,MD,1900.0,21218.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Bakersfield,255000.0,2018.0,35.38275,-118.99559,7405.0,890000.0,$299/sqft,CA,1969.0,93305.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Los Angeles,874000.0,2013.0,34.106243,-118.282455,8193.0,1825000.0,$609/sqft,CA,1928.0,90027.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Indianapolis,,,39.70711,-85.99331,8320.0,313990.0,$104/sqft,IN,2017.0,46239.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Nashville,,,36.207005,-86.91498,2.04,267000.0,$85/sqft,TN,1958.0,37218.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Brecksville,,,41.324986,-81.60881,0.98,419900.0,$140/sqft,OH,1853.0,44141.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Raleigh,144500.0,2000.0,35.988834,-78.661385,3.01,379999.0,$123/sqft,NC,1975.0,27614.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Houston,,,29.681307,-95.49135,8642.0,349900.0,$116/sqft,TX,1966.0,77096.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Huntingdon Valley,,,40.112717,-75.048546,,599990.0,$199/sqft,PA,,19006.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Washington,,,38.974293,-77.024796,5148.0,750000.0,$246/sqft,DC,1920.0,20012.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Oklahoma City,,,35.54171,-97.47962,1.01,385000.0,$129/sqft,OK,2018.0,73111.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Blaine,245200.0,2018.0,45.126392,-93.222855,1.13,380000.0,$122/sqft,MN,1978.0,55449.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Des Moines,,,47.409496,-122.333824,0.48,975000.0,$312/sqft,WA,2011.0,98198.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
San Francisco,930000.0,2002.0,37.80525,-122.42221,2102.0,2595000.0,$874/sqft,CA,1883.0,94109.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Cincinnati,,,39.03974,-84.25785,,419900.0,$139/sqft,OH,,45245.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Cincinnati,295000.0,2004.0,39.13637,-84.43563,6534.0,449900.0,$145/sqft,OH,1918.0,45208.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Indianapolis,,,39.8604,-86.10264,1.05,335000.0,$108/sqft,IN,1957.0,46220.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Portland,,,45.59303,-122.72028,10500.0,550000.0,$184/sqft,OR,1956.0,97203.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Fort Worth,,,32.87098,-97.42028,5663.0,277990.0,$89/sqft,TX,2016.0,76179.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Spokane,100000.0,2017.0,47.662487,-117.38526,7031.0,154500.0,$51/sqft,WA,1906.0,99202.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Jacksonville,210000.0,2005.0,30.291128,-81.61281,0.98,183000.0,$62/sqft,FL,1947.0,32207.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Omaha,,,41.361996,-96.06161,6.61,499000.0,$168/sqft,NE,1963.0,68122.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Tucson,399000.0,2018.0,32.285427,-111.05655,4.33,420000.0,$135/sqft,AZ,1958.0,85745.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Seattle,85000.0,1996.0,47.638233,-122.3901,7000.0,899900.0,$296/sqft,WA,1947.0,98199.0,no,3036.0,yes,1,3,1,no,no,yes,0,no,3500000,2
Washington,,,38.90917,-76.98376,,299900.0,$74/sqft,DC,1920.0,20002.0,no,3990.0,no,1,3,1,no,no,yes,0,no,3500000,2
Aurora,434500.0,2019.0,39.7247,-104.68591,6939.0,447900.0,$113/sqft,CO,2006.0,80018.0,no,3990.0,no,1,3,1,no,no,yes,0,no,3500000,2
Westminster,455000.0,2015.0,39.915833,-105.01815,7057.0,595900.0,$153/sqft,CO,2014.0,80234.0,no,3990.0,no,1,3,1,no,no,yes,0,no,3500000,2
Denver,435000.0,2013.0,39.67634,-104.87859,0.29,599900.0,$148/sqft,CO,1972.0,80231.0,no,3990.0,no,1,3,1,no,no,yes,0,no,3500000,2
Los Angeles,,,34.09248,-118.16283,4687.0,900000.0,$231/sqft,CA,1970.0,90032.0,no,3990.0,no,1,3,1,no,no,yes,0,no,3500000,2
Germantown,342000.0,2018.0,35.09241,-89.79673,0.38,349000.0,$87/sqft,TN,1973.0,38138.0,no,3990.0,no,1,3,1,no,no,yes,0,no,3500000,2
Portland,775000.0,2014.0,45.528046,-122.68897,3470.0,869900.0,$216/sqft,OR,1884.0,97209.0,no,3990.0,no,1,3,1,no,no,yes,0,no,3500000,2
Aurora,,,39.68165,-104.858215,9583.0,680985.0,$175/sqft,CO,,80014.0,no,3990.0,no,1,3,1,no,no,yes,0,no,3500000,2
Tulsa,35000.0,2014.0,36.214306,-95.984,7492.0,39900.0,$5/sqft,OK,1952.0,74106.0,no,7424.0,no,1,3,0,no,no,no,0,no,3500000,1
Indianapolis,,,39.76761,-86.06378,7405.0,91900.0,$26/sqft,IN,1920.0,46219.0,yes,3480.0,no,1,3,0,no,no,no,0,no,3500000,1
Chicago,,,41.9495,-87.74802,3920.0,308000.0,$91/sqft,IL,1908.0,60641.0,yes,3480.0,no,1,3,0,no,no,no,0,no,3500000,1
Lakewood,250804.0,1998.0,39.696663,-105.119965,7318.0,630000.0,$183/sqft,CO,1999.0,80226.0,yes,3480.0,no,1,3,0,no,no,no,0,no,3500000,1
Houston,,,29.742142,-95.40786,5850.0,750000.0,$215/sqft,TX,1940.0,77098.0,yes,3480.0,no,1,3,0,no,no,no,0,no,3500000,1
Commerce City,,,39.880444,-104.785835,5248.0,405000.0,$118/sqft,CO,2019.0,80022.0,yes,3480.0,no,1,3,0,no,no,no,0,no,3500000,1
Miami,450000.0,2014.0,25.57279,-80.49138,1.36,595000.0,$175/sqft,FL,1981.0,33187.0,yes,3480.0,no,1,3,0,no,no,no,0,no,3500000,1
Commerce City,180000.0,2007.0,39.88074,-104.82222,4792.0,359000.0,$105/sqft,CO,2003.0,80022.0,yes,3480.0,no,1,3,0,no,no,no,0,no,3500000,1
Omaha,250000.0,2013.0,41.287136,-96.15981,0.34,365000.0,$106/sqft,NE,1996.0,68116.0,yes,3480.0,no,1,3,0,no,no,no,0,no,3500000,1
Portland,125000.0,2001.0,45.541874,-122.64185,5000.0,850000.0,$247/sqft,OR,1938.0,97212.0,yes,3480.0,no,1,3,0,no,no,no,0,no,3500000,1
Cincinnati,,,39.121677,-84.48789,4835.0,339500.0,$94/sqft,OH,1895.0,45206.0,no,3600.0,no,1,6,0,no,no,yes,1,no,3500000,2
Atlanta,400000.0,2017.0,33.846275,-84.350586,0.51,429900.0,$121/sqft,GA,1954.0,30324.0,no,3600.0,no,1,6,0,no,no,yes,1,no,3500000,2
Baltimore,170000.0,2006.0,39.33348,-76.6951,9139.0,160000.0,$44/sqft,MD,1925.0,21207.0,no,3600.0,no,1,6,0,no,no,yes,1,no,3500000,2
Columbus,191000.0,2019.0,39.97004,-82.961044,5227.0,249000.0,$71/sqft,OH,1900.0,43203.0,no,3600.0,no,1,6,0,no,no,yes,1,no,3500000,2
Spokane,43163.0,2017.0,47.773792,-117.39416,2.89,419000.0,$118/sqft,WA,1968.0,99208.0,no,3600.0,no,1,6,0,no,no,yes,1,no,3500000,2
Indianapolis,,,39.87017,-86.15342,7501.0,315000.0,$85/sqft,IN,1947.0,46220.0,no,3640.0,no,1,2,1,no,no,yes,1,no,3500000,1
New Orleans,,,29.946602,-90.046,3968.0,499900.0,$138/sqft,LA,1880.0,70114.0,no,3640.0,no,1,2,1,no,no,yes,1,no,3500000,1
Houston,,,29.754301,-95.52993,0.38,820000.0,$225/sqft,TX,1957.0,77024.0,no,3640.0,no,1,2,1,no,no,yes,1,no,3500000,1
Albuquerque,,,35.1239,-106.66266,0.32,290000.0,$79/sqft,NM,1959.0,87107.0,no,3640.0,no,1,2,1,no,no,yes,1,no,3500000,1
Sparrows Pt,,,39.235218,-76.40296,0.51,875000.0,$238/sqft,MD,1953.0,21219.0,no,3640.0,no,1,2,1,no,no,yes,1,no,3500000,1
Philadelphia,50000.0,2019.0,39.925777,-75.149796,1800.0,699000.0,$194/sqft,PA,1915.0,19148.0,no,3640.0,no,1,2,1,no,no,yes,1,no,3500000,1
Memphis,203376.0,2012.0,35.129417,-90.01903,0.25,399000.0,$127/sqft,TN,1910.0,38104.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Minneapolis,243000.0,2003.0,44.90383,-93.28921,9912.0,499900.0,$165/sqft,MN,1950.0,55419.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Bakersfield,430000.0,2018.0,35.347828,-119.086914,0.36,485000.0,$153/sqft,CA,1975.0,93309.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Pittsburgh,125000.0,2007.0,40.42928,-79.97693,1300.0,199000.0,$65/sqft,PA,1900.0,15203.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
North Chesterfield,,,37.458992,-77.47071,,380950.0,$124/sqft,VA,2017.0,23236.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Portland,510000.0,2017.0,45.465218,-122.62525,5000.0,729900.0,$237/sqft,OR,1942.0,97202.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Fort Worth,,,32.893936,-97.30202,,336956.0,$107/sqft,TX,,76244.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
Westlake,,,41.44638,-81.92171,2.31,295900.0,$94/sqft,OH,1820.0,44145.0,no,3120.0,no,1,3,0,no,no,yes,1,no,3500000,2
